,title,source,target,start_date,end_date,geom
99,Gerasa/Antiochia ad Chrysorhoam,678158,45635759,,,POINT (35.891768 32.2788645)
100,Colophon/Colophon ad Mare/Notion,599578,45635759,,-188,POINT (27.200852 37.9952785)
101,Rhaga(i)/Europos/Arsakia/Ray,903104,45635759,,,POINT (51.447163 35.594267)
102,Herakleia?,668262,45635759,,,POINT (35.7374322212 35.5876133336)
103,Arpadda,122919705,45635759,,,POINT (37.0947397 36.4725818)
104,Bactria,971705,45635759,,,POINT (67.5 37.5)
105,Aphrodisias,648565,45635759,,-197,POINT (33.685873 36.157963)
106,Madytos,501503,45635759,,-188,POINT (26.357002 40.186504)
107,Cutha,893977,45635759,,,POINT (44.6115870118 32.7609196481)
108,Miletus,599799,45635759,,-188,POINT (27.2783168333 37.5229047333)
109,Koile Syria/Massyas,668288,45635759,,,POINT (36.25 34.25)
110,Byblos,668216,45635759,,,POINT (35.646289 34.1192635)
111,Kataonia,629004,45635759,,,POINT (36.25 38.25)
112,Temnos,550908,45635759,-282.0,-218,POINT (27.196998 38.671912)
113,Nakrason (or Nakrasos),550767,45635759,,-188,POINT (27.7403034667 39.0823041333)
114,Ilium/Troia,550595,45635759,-281.0,-190,POINT (26.2384586227 39.9574327844)
115,Commagene,658443,45635759,,,POINT (37.9555335 36.526222)
116,Zephyrion/Hadrianopolis,648810,45635759,,,POINT (34.638066 36.808642)
117,Anemurium,648557,45635759,,-197,POINT (32.804404 36.0240893333)
118,Adramyttium,550403,45635759,-281.0,-191,POINT (26.936321 39.5023635)
119,Akkad,56567730,45635759,,,POINT (44.5 32.5)
120,Phocaea,550823,45635759,-282.0,-218,POINT (26.754884 38.6703265)
121,Kypsela,501489,45635759,,-188,POINT (26.3920505 40.9245125)
122,Colophon,599577,45635759,-282.0,-218,POINT (27.1483085 38.108253)
123,Nicephorium/Callinicum/Leontopolis,668318,45635759,,,POINT (39.0569913333 35.9500183333)
124,Teos,550913,45635759,-282.0,-218,POINT (26.785397 38.185491)
125,Tapouroi,884219,45635759,,,POINT (51.5 36.5)
126,Sophene,874707,45635759,,,POINT (39.5 38.5)
127,Hyrkanis,550588,45635759,-281.0,-261,POINT (27.667099 38.667539)
128,Bactra/Zariaspa,961886,45635759,,,POINT (66.9006005 36.7615135)
129,Sagalassos,639087,45635759,,-188,POINT (30.514161 37.6728872)
130,Hecatompylos?/Komish/[(Shahr-i) Qumis],942276,45635759,,,POINT (54.0382895 35.9610935)
131,Samaria/Sebaste,678370,45635759,,,POINT (35.190436 32.276529)
132,Ephesus/Arsinoe(ia),599612,45635759,,-188,POINT (27.340307 37.9407625)
133,Euboea (island),540775,45635759,,-188,POINT (23.87 38.53)
134,Apollonia Salbakes,638757,45635759,-305.0,-281,POINT (29.039064 37.51511)
135,Milyas (region),638996,45635759,,-188,POINT (29.75 36.75)
136,Memphis,736963,45635759,,,POINT (31.255061 29.849491)
137,Erythrai,550535,45635759,,-188,POINT (26.47994 38.382361)
138,Gaulanitis,678150,45635759,,,POINT (35.75 33.25)
139,Neapolis,678301,45635759,,,POINT (35.262911 32.218685)
140,Apamea,658385,45635759,,,POINT (37.870076 37.067994)
141,Larsa,912897,45635759,,,POINT (45.853611 31.285833)
142,Ashdod/Azotos (Mesogeios),687838,45635759,,,POINT (34.65407 31.7608365)
143,Priene/‘Lince’?,599905,45635759,,-188,POINT (27.298333 37.66)
144,Antigonia,658380,45635759,,,POINT (36.230077 36.26335)
145,Alexandria Ariorum/Artacavan/Harey,961874,45635759,,,POINT (62.188384 34.345833)
146,Hierapolis/Bambyke,658480,45635759,-305.0,-281,POINT (37.9555335 36.526222)
147,Philadelpheia?,648736,45635759,,-188,POINT (33.0250915 36.622766)
148,Gazara,687904,45635759,,,POINT (34.920181 31.866353)
149,Parium/Col. Gemella Iulia *Hadriana,511354,45635759,,-188,POINT (27.069096 40.420499)
150,Kisthene?,550648,45635759,-281.0,-262,POINT (26.813175 39.393183)
151,Seleukeia epi tou Zeugmatos,658589,45635759,-305.0,-281,POINT (38.094502 37.442284)
152,Daphne,658450,45635759,,,POINT (36.1378635 36.1336355)
153,Magarsa/Antiochia ad Pyramum,648701,45635759,,,POINT (35.3455155 36.5449515)
154,Myrina/Sebastopolis,550756,45635759,,-188,POINT (26.985537 38.840097)
155,Selinous/Traianopolis,648772,45635759,,-188,POINT (32.282734 36.258509)
156,Abydos,501325,45635759,-281.0,-245,POINT (26.409131 40.1951155)
157,Pella/Berenice/Philippeia,678326,45635759,,,POINT (35.6150595159 32.4494052612)
158,Corycus,648612,45635759,,-188,POINT (34.151396 36.4662635)
159,Lycaonia,648698,45635759,,-188,POINT (32.75 37.25)
160,Tarsus/Antiochia ad Cydnum,648789,45635759,-305.0,-281,POINT (34.898228 36.914956)
161,Borsippa/Burs,893964,45635759,,,POINT (44.34719 32.389256)
162,Mallos/Antiochia ad Pyramum,648702,45635759,-305.0,-281,POINT (35.453557 36.7395805)
163,Arrapha/Karkha de Beth Seluk,893941,45635759,,,POINT (44.3953 35.468099)
164,Elis,570221,45635759,,-188,POINT (21.25 37.75)
165,Syria,1306,45635759,,,POINT (37.5 37.5)
166,Gergis,550547,45635759,,-188,POINT (26.609255 39.898491)
167,Ramathaim/Arimathaia,688014,45635759,,,POINT (35.021578 32.040597)
168,Antiochia/Theoupolis,658381,45635759,-305.0,-281,POINT (36.183214 36.2225515)
169,Doliche,658455,45635759,,,POINT (37.359985 37.153671)
170,Peraea,697724,45635759,,,POINT (35.75 31.75)
171,Philoteria,678333,45635759,,,POINT (35.573386 32.713858)
172,Achaion Limen,550399,45635759,-281.0,-250,POINT (27.039491 38.858153)
173,Nicopolis,658547,45635759,,,POINT (36.6325185 37.0262595)
174,Ctesiphon,893976,45635759,,,POINT (44.5812226667 33.094703)
175,Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz,952093,45635759,,,POINT (58.388934 37.937804)
176,Maked,678275,45635759,,,POINT (36.187397 32.943342)
177,Labraunda,599745,45635759,,-188,POINT (27.8199525 37.4170436)
178,Nisibis/Antiochia,874623,45635759,,,POINT (41.2154466667 37.0675116667)
179,Apamea/Kelainai/Kibotos,638751,45635759,-281.0,-261,POINT (30.169066275 38.068301025)
180,Elymais/Susiana,912843,45635759,-311.0,,POINT (48.5 32.5)
181,Iudaea (region),687934,45635759,,,POINT (35.238333 31.928333)
182,Arbela/Arba-ilu,874341,45635759,,,POINT (44.015771 36.1782453333)
183,Gryneion,550555,45635759,-281.0,-262,POINT (27.069173 38.874665)
184,Alexandria Oxiana?,971693,45635759,,,POINT (69.41185400000001 37.163626)
185,Hellespont,501434,45635759,,-188,POINT (26.4 40.2)
186,Armenia (region),874350,45635759,,,POINT (40.5 39.5)
187,Lydia/Maionia (region),550701,45635759,,-188,POINT (27.922124025 38.2419844)
188,Dokimeion,609366,45635759,-281.0,-188,POINT (30.7524503667 38.8627673)
189,‘Ad Nonum’/Ornithon Polis?,678000,45635759,,,POINT (35.2741667 33.4047222)
190,Osrhoene,658561,45635759,,,POINT (38.25 37.25)
191,Xanthos,639166,45635759,,-188,POINT (29.31836 36.355934)
192,Nemavand/Laodicea/Niphaunda,903088,45635759,,,POINT (48.367981 34.18761)
193,Didyma/Branchidai/Ioustinianopolis,599593,45635759,,-188,POINT (27.256115 37.384829)
194,Kretopolis,638946,45635759,,-188,POINT (30.321707 37.374984)
195,Thessalia,1332,45635759,,-188,POINT (22.2 39.6)
196,Gordyene/Corduena,874488,45635759,,,POINT (42.5 37.5)
197,Galatis,678144,45635759,,,POINT (35.75 32.75)
198,Amathe/Epiphaneia,668182,45635759,,,POINT (36.752969 35.1485665)
199,Ashur/‘Lamban’?/‘Liba(nai)’?,893945,45635759,,,POINT (43.2622427773 35.4539215266)
200,Adiabene,893935,45635759,,,POINT (44.015771 36.1782453333)
201,Chalcis sub Libano,678086,45635759,,,POINT (36.241643 33.95773)
202,Hierapolis/Kastabala,658481,45635759,,,POINT (36.1873455 37.176408)
203,(H)Emesa,668261,45635759,,,POINT (36.719319 34.7376565)
204,Carrhae,658427,45635759,-311.0,,POINT (39.0301785 36.8655215)
205,Margiana/Margush/Merv,961934,45635759,,,POINT (62.1926395 37.6662575)
206,Gambreion,550542,45635759,-281.0,-262,POINT (27.25 39.25)
207,Lysias?,668300,45635759,,,POINT (36.155416 35.645991)
208,Batanaia/Basanitis,678054,45635759,,,POINT (36.25 33.25)
209,Perge,639048,45635759,,-188,POINT (30.8530306 36.960008725)
210,Zeleia,511461,45635759,,-188,POINT (27.59613655 40.20357415)
211,Iulia Gordos/*Porotta?,550601,45635759,,-188,POINT (28.31421 38.876702)
212,Sogdiana,60058,45635759,,,POINT (67.2834740424 39.5715923799)
213,Alexandria Eschate,59672,45635759,,,POINT (69.640562 40.264798)
214,Ake/Ptolemais,678010,45635759,,,POINT (35.079835 32.92128675)
215,Larissa/Sizara,668292,45635759,-305.0,-281,POINT (36.58391 35.27623)
216,Cyrrus/Hagioupolis,658446,45635759,-305.0,-281,POINT (36.952677 36.7396705)
217,Babylonia,912816,45635759,-320.0,-140,POINT (44.5 32.5)
218,Pasargadae/Batrakatash,922693,45635759,,,POINT (53.171660775 30.191851725)
219,Nysa/Athymbra,599832,45635759,-281.0,-261,POINT (28.1480965 37.895594)
220,Ashqelon/Ascalon,687839,45635759,,,POINT (34.545947 31.6659785)
221,Alexandria ad Issum,658371,45635759,,,POINT (36.173273 36.5841815)
222,Tralles/Dia/Seleuceia ad Maeandrum/Kaisareia,599987,45635759,-281.0,-261,POINT (27.839042 37.8566255)
223,Edessa/Antiochia ad Callirhoem,658457,45635759,,,POINT (38.781432 37.1625575)
224,Bostra/Col. Nova Traiana Alexandriana,678073,45635759,,,POINT (36.48369 32.517831)
225,Persis/Pars,922698,45635759,,,POINT (51.5 30.5)
226,Dura,893989,45635759,,,POINT (43.795251 34.459007)
227,Atarneus,550469,45635759,-281.0,-262,POINT (26.927974 39.093987)
228,Seleucia ad Calycadnum/Tracheia,648771,45635759,-305.0,-281,POINT (33.9214625 36.379274)
229,Hierapolis,609403,45635759,-281.0,-261,POINT (30.197699 38.461767)
230,Lyrbe?,638970,45635759,-281.0,-261,POINT (31.475921 36.873988)
231,Pella/Apamea,668335,45635759,-305.0,-281,POINT (36.402509 35.422241)
232,Magnesia ad Sipylum,550706,45635759,-281.0,-261,POINT (27.4873015 38.541317)
233,Side,639105,45635759,,-188,POINT (31.3940885 36.772309)
234,Parthyene/Parthia,952097,45635759,-282.0,-245,POINT (57.5 38.5)
235,Ainos,501337,45635759,-281.0,-246,POINT (26.085729 40.7248985)
236,Chersonesus,501386,45635759,,-188,POINT (26.5 40.33333)
237,Priapus,511375,45635759,,-188,POINT (27.303743 40.403338)
238,Didymateiche,511235,45635759,-282.0,-218,POINT (27.274404 40.286031)
239,Amphipolis/Tourmeda/Nikatoris?,658377,45635759,-305.0,-281,POINT (38.227144 36.442242)
240,Oeniandos/Epiphaneia,658556,45635759,,,POINT (36.1544146667 36.9618923333)
241,Agatheira,550414,45635759,,-188,POINT (27.683354 38.661362)
242,Media Atropatene,874597,45635759,,,POINT (45.5 38.5)
243,Media/Mad(aya) (region),903080,45635759,-311.0,,POINT (46.5 34.5)
244,Susa/Seleucia ad Eulaeum,912936,45635759,,,POINT (48.2537285 32.1887935)
245,Orthosia,668325,45635759,,,POINT (35.954768 34.510876)
246,Apollonia/Sozousa,678025,45635759,-305.0,-281,POINT (34.810758 32.196401)
247,Kebren,550633,45635759,-281.0,-261,POINT (26.563032 39.741803)
248,Gaza,687902,45635759,,,POINT (34.451719 31.5202095)
0,Gephrous/Ephron,678157,463803480,-282.0,-218,POINT (35.719967 32.537863)
1,Botrys,668214,463803480,-282.0,-218,POINT (35.659726 34.253561)
2,Pella/Berenice/Philippeia,678326,463803480,-282.0,-218,POINT (35.6150595159 32.4494052612)
3,Alexandria,727070,463803480,,,POINT (29.909773 31.201435)
4,Ake/Ptolemais,678010,463803480,-282.0,-246,POINT (35.079835 32.92128675)
5,Arsinoe?/Ammochostos?,707485,463803480,-283.0,-246,POINT (33.943765 35.118911)
6,Ptolemais/Barkes Limen,373879,463803480,-284.0,-246,POINT (20.9507545 32.708807)
7,Scythopolis/Nysa,678378,463803480,-282.0,-246,POINT (35.502981 32.5033615)
8,Heliopolis,727117,463803480,,,POINT (31.284786 30.131757)
9,Brochoi,678076,463803480,-282.0,-218,POINT (35.815121 33.797454)
10,Philoteris,737010,463803480,,,POINT (30.467953 29.383026)
11,Luxor Temple,71626430,463803480,,,POINT (32.6380625 25.6985252)
12,Tentyra,786127,463803480,,,POINT (32.6700972222 26.141775)
13,Kamous,678218,463803480,-282.0,-218,POINT (35.739845 32.591987)
14,Nesiotic League (First),286572421,463803480,-287.0,-245,POINT (25.268194 37.397274)
15,Marion,707574,463803480,-283.0,-246,POINT (32.436032 35.037245)
16,Ptolemais Hermiou/Psoi,756635,463803480,-305.0,-282,POINT (31.802799 26.4773795)
17,Karnak,786050,463803480,,,POINT (32.6578913517 25.7189300736)
18,Marathos,668306,463803480,-282.0,-218,POINT (35.9076265 34.832632)
19,Patara/Arsinoe,639042,463803480,-283.0,-246,POINT (29.314501 36.2617946667)
20,Ephesus/Arsinoe(ia),599612,463803480,-263.0,-262,POINT (27.340307 37.9407625)
21,Babylon,893951,463803480,-311.0,-245,POINT (44.4236176449 32.5387834636)
22,Koresia/Arsinoe,570370,463803480,-283.0,-246,POINT (24.3111875 37.658699)
23,Arsinoe,39295,463803480,-284.0,-246,POINT (43.251399 12.711748)
24,Diospolis Magna/Thebai,786017,463803480,,,POINT (32.631884 25.664781)
25,Amman/Philadelpheia,697728,463803480,-282.0,-246,POINT (35.9313120667 31.9475216667)
26,Memphis,736963,463803480,,,POINT (31.255061 29.849491)
27,Coptos,786010,463803480,,,POINT (32.815787 25.996402)
28,Naucratis,727169,463803480,,,POINT (30.5919275 30.900508)
29,Ptolemais Theron,39409,463803480,-284.0,-246,POINT (38.184316 18.222236)
30,Pelusium,727192,463803480,,,POINT (32.600128 31.049917)
31,Stratonos Pyrgos/Caesarea,678401,463803480,-284.0,-246,POINT (34.900416 32.501833)
32,Methana/Arsinoe,570482,463803480,-283.0,-246,POINT (23.3696045 37.5839485)
33,Krokodilopolis/Ptolemais Euergetis,736948,463803480,,,POINT (30.8399565 29.3149635)
34,Arsinoe,648571,463803480,-283.0,-246,POINT (33.031246 36.0946973333)
35,Philoteria,678333,463803480,-282.0,-246,POINT (35.573386 32.713858)
36,Dionysias,736904,463803480,,,POINT (30.417435 29.40642)
37,Berytus/Laodikeia en te Phoinike/Col. Iulia Augusta Felix,678060,463803480,-282.0,-218,POINT (35.511241 33.8985935)
38,Cyrene,373778,463803480,,,POINT (21.8565546881 32.820348545)
39,Miletus,599799,463803480,-270.0,-262,POINT (27.2783168333 37.5229047333)
40,Ptolemais,639073,463803480,-283.0,-246,POINT (31.792846 36.613394)
41,Berenice/Berenike,785986,463803480,-284.0,-246,POINT (35.4737 23.9103)
42,Philadelpheia?,648736,463803480,-283.0,-246,POINT (33.0250915 36.622766)
43,Arsinoe?,707484,463803480,-283.0,-246,POINT (32.449913 34.739756)
44,Ptolemais Hormou,737029,463803480,,,POINT (30.968603 29.206382)
45,Platanos?/Platane?,678336,463803480,-282.0,,POINT (35.518736 33.763156)
46,Caria (region),599564,463803480,-270.0,-262,POINT (27.420201 37.042901)
47,Philadelpheia,737008,463803480,,,POINT (31.08033 29.453786)
48,Apollonopolis Magna,785974,463803480,,,POINT (32.873196 24.9803375)
49,Theadelpheia,737081,463803480,,,POINT (30.49696 29.348065)
50,Abila Dekapoleos/Seleukeia,677992,463803480,-282.0,-218,POINT (35.80101 32.8228945)
51,Gadara/Pompeia,678142,463803480,-282.0,-218,POINT (35.6781455 32.655922)
52,Arabia,29475,463803480,-282.0,-218,POINT (42.5 27.5)
53,Oxyrhynchus/Pemje,736983,463803480,,,POINT (30.65172 28.542574)
54,Arsinoites/Krokodeilopolites Nomos,736893,463803480,,,POINT (30.75 29.25)
55,Myos Hormos?,786069,463803480,-284.0,-246,POINT (34.24401 26.156611)
56,Clysma,727101,463803480,-284.0,-246,POINT (32.5601425 29.9701405)
57,Rhithymna/Arsinoe,590028,463803480,-283.0,-246,POINT (24.472901 35.371092)
58,Tyrus/Col. Septimia Severa,678437,463803480,-282.0,-218,POINT (35.2038435 33.2698475)
0,Aulaiouteichos/Agathopolis,216721,501458,-306.0,-281,POINT (27.939514 42.0994)
1,Callatis,216744,501458,-309.0,-281,POINT (28.58275 43.817152)
2,Histria,216839,501458,-312.0,-281,POINT (28.7748 44.5476)
3,Odessus,216904,501458,-312.0,-281,POINT (27.9134725 43.2061605)
4,Pella/Diokletianoupolis,491687,501458,-285.0,-281,POINT (22.5220635 40.757294)
5,Poteidaia/Kassandreia,491701,501458,-284.0,-281,POINT (23.327812 40.193696)
6,Abydos,501325,501458,-295.0,-281,POINT (26.409131 40.1951155)
7,Amphipolis,501347,501458,-284.0,-281,POINT (23.847005 40.8219755)
8,Hellespont,501434,501458,-323.0,-281,POINT (26.4 40.2)
9,Kardia/Lysimacheia,501458,501458,-306.0,-281,POINT (26.75081 40.548232)
10,Pityoussa/Lampsacus,501570,501458,-295.0,-281,POINT (26.699162 40.346685)
11,Samothrace,501596,501458,-295.0,-281,POINT (25.53004955 40.50370085)
12,Thracia,501638,501458,-323.0,-281,POINT (23.129408 40.288041)
13,Helikore/Nicaea,511268,501458,-306.0,-281,POINT (29.7146816667 40.4290936667)
14,Parium/Col. Gemella Iulia *Hadriana,511354,501458,-295.0,-281,POINT (27.069096 40.420499)
15,Salmydessos,511404,501458,-323.0,-281,POINT (28.091144 41.637244)
16,Antigoneia/(Col. Augusta) Alexandria Troas,550434,501458,-306.0,-281,POINT (26.1547495 39.7564735)
17,Chios,550496,501458,-295.0,-281,POINT (26.1342335 38.37641)
18,Erythrai,550535,501458,-295.0,-281,POINT (26.47994 38.382361)
19,Ilium/Troia,550595,501458,-295.0,-281,POINT (26.2384586227 39.9574327844)
20,Klazomenai (later),550651,501458,-295.0,-281,POINT (26.77422735 38.3635964167)
21,Naulochon/Smyrna/Palaia Smyrna,550771,501458,-295.0,-281,POINT (27.14781 38.440912)
22,Pergamum,550812,501458,-295.0,-281,POINT (27.1845303333 39.1312133333)
23, Sardis/Hyde?,550867,501458,-286.0,-281,POINT (28.040286 38.488314)
24,Sigeion,550877,501458,-295.0,-281,POINT (26.180869 39.9835305)
25,Teos,550913,501458,-295.0,-281,POINT (26.785397 38.185491)
26,Colophon,599577,501458,-295.0,-281,POINT (27.1483085 38.108253)
27,Ephesus/Arsinoe(ia),599612,501458,-285.0,-281,POINT (27.340307 37.9407625)
28,Lebedos/Ptolemais,599754,501458,-294.0,-281,POINT (26.964722 38.077883)
29,Magnesia ad Maeandrum/Leukophrys,599778,501458,-285.0,-281,POINT (27.526039 37.8505485)
30,Miletus,599799,501458,-285.0,-281,POINT (27.2783168333 37.5229047333)
31,Priene/‘Lince’?,599905,501458,-283.0,,POINT (27.298333 37.66)
32,Samos,599925,501458,-295.0,-281,POINT (26.944483 37.68825)
